Datetime,Open,High,Low,Close,Volume
2025-03-28 13:35:00-04:00,555.56,555.81,555.22,555.79,308390
2025-03-28 13:40:00-04:00,555.8,556.11,555.635,555.69,650646
2025-03-28 13:45:00-04:00,555.71,556.2,555.53,555.635,533225
2025-03-28 13:50:00-04:00,555.63,555.77,555.5,555.6,218372
2025-03-28 13:55:00-04:00,555.58,556.45,555.58,556.41,515848
2025-03-28 14:00:00-04:00,556.39,556.72,556.04,556.24,730090
2025-03-28 14:05:00-04:00,556.2497,556.64,555.96,556.6,345217
2025-03-28 14:10:00-04:00,556.6,556.97,556.22,556.33,581180
2025-03-28 14:15:00-04:00,556.3494,556.7,556.01,556.47,433307
2025-03-28 14:20:00-04:00,556.46,556.57,555.84,555.84,340892
2025-03-28 14:25:00-04:00,555.83,556.19,555.63,555.99,457755
2025-03-28 14:30:00-04:00,555.965,556.34,555.835,556.22,509719
2025-03-28 14:35:00-04:00,556.232,556.3,555.55,555.57,480204
2025-03-28 14:40:00-04:00,555.56,555.75,555.5,555.6,310532
2025-03-28 14:45:00-04:00,555.59,555.7692,555.31,555.49,415808
2025-03-28 14:50:00-04:00,555.49,555.86,555.41,555.81,909921
2025-03-28 14:55:00-04:00,555.81,556.24,555.76,556.18,423527
2025-03-28 15:00:00-04:00,556.21,556.42,555.99,556.11,445924
2025-03-28 15:05:00-04:00,556.11,556.72,556.11,556.5,686593
2025-03-28 15:10:00-04:00,556.505,556.54,555.93,556.2375,549911
2025-03-28 15:15:00-04:00,556.24,556.3698,555.76,556.27,593346
2025-03-28 15:20:00-04:00,556.25,556.42,555.77,556.06,438591
2025-03-28 15:25:00-04:00,556.06,556.14,555.66,555.77,585139
2025-03-28 15:30:00-04:00,555.78,555.8242,555.105,555.16,749879
2025-03-28 15:35:00-04:00,555.16,555.6301,555.07,555.48,968371
2025-03-28 15:40:00-04:00,555.48,555.64,555.09,555.375,1168555
2025-03-28 15:45:00-04:00,555.38,556.03,555.2,556.0197,1249400
2025-03-28 15:50:00-04:00,556,556.5,555.41,556.28,2733448
2025-03-28 15:55:00-04:00,556.27,556.47,555.5,555.83,5732894
2025-03-31 09:30:00-04:00,549.83,550.63,548.33,548.69,2093477
2025-03-31 09:35:00-04:00,548.68,549.66,548.55,549.015,1483613
2025-03-31 09:40:00-04:00,549.02,549.14,547.38,547.4214,1193344
2025-03-31 09:45:00-04:00,547.42,547.86,546.87,547.7025,1477401
2025-03-31 09:50:00-04:00,547.64,549.42,547.31,549.31,1347467
2025-03-31 09:55:00-04:00,549.3,550.54,549.1601,549.74,966980
2025-03-31 10:00:00-04:00,549.75,551.18,549.64,550.48,969602
2025-03-31 10:05:00-04:00,550.48,551.59,550.32,551.3712,769053
2025-03-31 10:10:00-04:00,551.38,551.42,550.33,550.91,508337
2025-03-31 10:15:00-04:00,550.88,551.1,549.69,549.77,592726
2025-03-31 10:20:00-04:00,549.789,550.21,549.49,549.77,611583
2025-03-31 10:25:00-04:00,549.73,549.96,549.43,549.51,692465
2025-03-31 10:30:00-04:00,549.55,551.83,549.49,551.73,973856
2025-03-31 10:35:00-04:00,551.72,551.92,550.67,551.33,633077
2025-03-31 10:40:00-04:00,551.28,551.71,550.57,550.87,912887
2025-03-31 10:45:00-04:00,550.86,551.98,550.8,551.5961,423269
2025-03-31 10:50:00-04:00,551.57,551.8,550.63,551.48,511392
2025-03-31 10:55:00-04:00,551.51,551.6719,551.07,551.6,400463
2025-03-31 11:00:00-04:00,551.61,552.27,551.56,552.075,918195
2025-03-31 11:05:00-04:00,552.07,552.6,551.5701,551.635,528757
2025-03-31 11:10:00-04:00,551.63,552.35,551.332,551.42,497057
2025-03-31 11:15:00-04:00,551.43,552.31,551.236,552.1331,380686
2025-03-31 11:20:00-04:00,552.19,553.31,552.16,553.16,767791
2025-03-31 11:25:00-04:00,553.16,553.47,552.43,552.53,620083
2025-03-31 11:30:00-04:00,552.51,552.85,552.0937,552.735,379964
2025-03-31 11:35:00-04:00,552.75,553.61,552.63,553.43,417409
